meeting_id,bank,meeting_date,meeting_cycle_score,previous_meeting_score,meeting_score_change,rolling_3_meeting_score,rolling_6_meeting_score,meeting_cycle_lean,meeting_shift_classification,documents_scored
RIKSBANK_2021_06_E,RIKSBANK,2021-06-01,0.0,0.0,0.0,0.0,0.0,neutral,stable,16
RIKSBANK_2022_06_A,RIKSBANK,2022-06-01,0.0,0.0,0.0,0.0,0.0,neutral,stable,1
RIKSBANK_2022_06_B,RIKSBANK,2022-06-01,0.0,0.0,0.0,0.0,0.0,neutral,stable,1
RIKSBANK_2022_06_C,RIKSBANK,2022-06-01,0.0,0.0,0.0,0.0,0.0,neutral,stable,1
RIKSBANK_2022_06_D,RIKSBANK,2022-06-01,0.0,0.0,0.0,0.0,0.0,neutral,stable,1
RIKSBANK_2022_06_E,RIKSBANK,2022-06-01,0.0,0.0,0.0,0.0,0.0,neutral,stable,17
RIKSBANK_2023_06_A,RIKSBANK,2023-06-01,0.0,0.0,0.0,0.0,0.0,neutral,stable,1
RIKSBANK_2023_06_B,RIKSBANK,2023-06-01,0.0,0.0,0.0,0.0,0.0,neutral,stable,1
RIKSBANK_2023_06_C,RIKSBANK,2023-06-01,0.0,0.0,0.0,0.0,0.0,neutral,stable,1
RIKSBANK_2023_06_D,RIKSBANK,2023-06-01,0.0,0.0,0.0,0.0,0.0,neutral,stable,1
RIKSBANK_2023_06_E,RIKSBANK,2023-06-01,0.0110671936758893,0.0,0.0110671936758893,0.0036890645586297667,0.0018445322793148834,neutral,stable,24
RIKSBANK_2024_06_A,RIKSBANK,2024-06-01,0.0,0.0110671936758893,-0.0110671936758893,0.0036890645586297667,0.0018445322793148834,neutral,stable,1
RIKSBANK_2024_06_B,RIKSBANK,2024-06-01,0.0,0.0,0.0,0.0036890645586297667,0.0018445322793148834,neutral,stable,1
RIKSBANK_2024_06_C,RIKSBANK,2024-06-01,0.0,0.0,0.0,0.0,0.0018445322793148834,neutral,stable,1
RIKSBANK_2024_06_D,RIKSBANK,2024-06-01,0.0,0.0,0.0,0.0,0.0018445322793148834,neutral,stable,1
RIKSBANK_2024_06_E,RIKSBANK,2024-06-01,0.0,0.0,0.0,0.0,0.0018445322793148834,neutral,stable,1
RIKSBANK_2024_06_F,RIKSBANK,2024-06-01,0.0,0.0,0.0,0.0,0.0,neutral,stable,1
RIKSBANK_2024_06_G,RIKSBANK,2024-06-01,0.0,0.0,0.0,0.0,0.0,neutral,stable,1
RIKSBANK_2024_06_H,RIKSBANK,2024-06-01,0.0199134199134199,0.0,0.0199134199134199,0.0066378066378066335,0.0033189033189033167,neutral,stable,43
RIKSBANK_2025_06_C,RIKSBANK,2025-06-01,0.0,0.0199134199134199,-0.0199134199134199,0.0066378066378066335,0.0033189033189033167,neutral,stable,1
RIKSBANK_2025_06_H,RIKSBANK,2025-06-01,0.4221337162435032,0.0,0.4221337162435032,0.14734904538564103,0.07367452269282052,neutral,stable,37
RIKSBANK_2026_06,RIKSBANK,2026-06-01,0.0,0.4221337162435032,-0.4221337162435032,0.1407112387478344,0.07367452269282052,neutral,stable,2
SNB_2021_03,SNB,2021-04-15,0.0,,,0.0,0.0,neutral,stable,3
SNB_2021_06,SNB,2021-06-17,0.0,0.0,0.0,0.0,0.0,neutral,stable,4
SNB_2021_09,SNB,2021-09-23,0.0,0.0,0.0,0.0,0.0,neutral,stable,2
SNB_2021_12,SNB,2021-12-16,0.0,0.0,0.0,0.0,0.0,neutral,stable,3
SNB_2022_03,SNB,2022-03-29,0.3499999999999999,0.0,0.3499999999999999,0.11666666666666664,0.06999999999999998,neutral,stable,4
SNB_2022_06,SNB,2022-06-16,0.0,0.3499999999999999,-0.3499999999999999,0.11666666666666664,0.05833333333333332,neutral,stable,5
SNB_2022_09,SNB,2022-09-22,0.0,0.0,0.0,0.11666666666666664,0.05833333333333332,neutral,stable,9
SNB_2022_12,SNB,2022-12-15,0.0,0.0,0.0,0.0,0.05833333333333332,neutral,stable,3
SNB_2023_03,SNB,2023-03-23,0.0,0.0,0.0,0.0,0.05833333333333332,neutral,stable,4
SNB_2023_06,SNB,2023-06-22,0.0,0.0,0.0,0.0,0.05833333333333332,neutral,stable,1
SNB_2023_09,SNB,2023-09-21,0.0,0.0,0.0,0.0,0.0,neutral,stable,7
SNB_2023_12,SNB,2023-12-14,0.0,0.0,0.0,0.0,0.0,neutral,stable,1
SNB_2024_03,SNB,2024-03-21,0.0,0.0,0.0,0.0,0.0,neutral,stable,8
SNB_2024_06,SNB,2024-06-20,0.0,0.0,0.0,0.0,0.0,neutral,stable,1
SNB_2024_09,SNB,2024-09-26,0.0,0.0,0.0,0.0,0.0,neutral,stable,5
SNB_2024_12,SNB,2024-12-12,0.0,0.0,0.0,0.0,0.0,neutral,stable,1
SNB_2025_03,SNB,2025-03-20,0.0,0.0,0.0,0.0,0.0,neutral,stable,6
SNB_2025_06,SNB,2025-06-19,0.0,0.0,0.0,0.0,0.0,neutral,stable,2
SNB_2025_09,SNB,2025-09-25,-0.1076923076923076,0.0,-0.1076923076923076,-0.03589743589743587,-0.017948717948717934,neutral,stable,13
SNB_2025_12,SNB,2025-12-11,-1.3999999999999997,-0.1076923076923076,-1.2923076923076922,-0.5025641025641024,-0.2512820512820512,leaning dovish,dovish shift,1
