bank,meeting_date,meeting_id,qc_priority,needs_review,review_reason,current_decision,current_rate_change_bps,current_policy_rate_after,current_confidence,extraction_method,suggested_decision,suggested_rate_change_bps,suggested_policy_rate_after,suggested_confidence,suggestion_reason,matched_pattern,matched_excerpt,full_context,context_status,source_doc_id,source_title,source_url,text_file,approved,final_decision,final_rate_change_bps,final_policy_rate_after,final_confidence,reviewer_notes
BOC,2025-12-10,BOC_2025_12_B,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: BOC CATEGORY: Monetary Policy TITLE: Interest Rate Announcement DATE: 10/12/2025 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.bankofcanada.ca/2025/12/interest-rate-announcement-december-10-2025/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== Interest Rate Announcement December 10, 2025 Share this page on Facebook Share this page on Facebook Share this page on X Share this page on X Share this page on LinkedIn Share this page on LinkedIn Share this page by email Share this page by email 09:45 (ET) On eight scheduled dates each year, the Bank of Canada announces the setting for the overnight rate target in a press release explaining the factors behind the decision. See the media advisory . Content Type(s) : Upcoming events",full_context_loaded,DOC_847F032FCF63,Interest Rate Announcement,https://www.bankofcanada.ca/2025/12/interest-rate-announcement-december-10-2025/,data\BOC\Monetary Policy\2025-12-10 - Interest Rate Announcement.txt,false,unknown,,,0.0,
BOC,2026-01-28,BOC_2026_01_A,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: BOC CATEGORY: Monetary Policy TITLE: Interest Rate Announcement and Monetary Policy Report DATE: 28/01/2026 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.bankofcanada.ca/2026/01/interest-rate-announcement-and-monetary-policy-report-january-28-2026/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== Interest Rate Announcement and Monetary Policy Report January 28, 2026 Share this page on Facebook Share this page on Facebook Share this page on X Share this page on X Share this page on LinkedIn Share this page on LinkedIn Share this page by email Share this page by email 09:45 (ET) On eight scheduled dates each year, the Bank of Canada announces the setting for the overnight rate target in a press release explaining the factors behind the decision. Four times a year, Governing Council presents the Monetary Policy Report : the Bank’s base-case projection for inflation and growth in the Canadian economy, and its assessment of risks. Content Type(s) : Upcoming events",full_context_loaded,DOC_5BBB43FAC9EC,Interest Rate Announcement and Monetary Policy Report,https://www.bankofcanada.ca/2026/01/interest-rate-announcement-and-monetary-policy-report-january-28-2026/,data\BOC\Monetary Policy\2026-01-28 - Interest Rate Announcement and Monetary Policy Report.txt,false,unknown,,,0.0,
BOC,2026-03-18,BOC_2026_03_B,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: BOC CATEGORY: Monetary Policy TITLE: Interest Rate Announcement DATE: 18/03/2026 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.bankofcanada.ca/2026/03/interest-rate-announcement-march-18-2026/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== Interest Rate Announcement March 18, 2026 Share this page on Facebook Share this page on Facebook Share this page on X Share this page on X Share this page on LinkedIn Share this page on LinkedIn Share this page by email Share this page by email 09:45 (ET) On eight scheduled dates each year, the Bank of Canada announces the setting for the overnight rate target in a press release explaining the factors behind the decision. Content Type(s) : Upcoming events",full_context_loaded,DOC_55713EF8FE92,Interest Rate Announcement,https://www.bankofcanada.ca/2026/03/interest-rate-announcement-march-18-2026/,data\BOC\Monetary Policy\2026-03-18 - Interest Rate Announcement.txt,false,unknown,,,0.0,
BOC,2026-04-29,BOC_2026_04_A,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: BOC CATEGORY: Monetary Policy TITLE: Interest Rate Announcement and Monetary Policy Report DATE: 29/04/2026 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.bankofcanada.ca/2026/04/interest-rate-announcement-and-monetary-policy-report-april-29-2026/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== Interest Rate Announcement and Monetary Policy Report April 29, 2026 Share this page on Facebook Share this page on Facebook Share this page on X Share this page on X Share this page on LinkedIn Share this page on LinkedIn Share this page by email Share this page by email 09:45 (ET) On eight scheduled dates each year, the Bank of Canada announces the setting for the overnight rate target in a press release explaining the factors behind the decision. Four times a year, Governing Council presents the Monetary Policy Report : the Bank’s base-case projection for inflation and growth in the Canadian economy, and its assessment of risks. Content Type(s) : Upcoming events",full_context_loaded,DOC_02A8DFA9C4A8,Interest Rate Announcement and Monetary Policy Report,https://www.bankofcanada.ca/2026/04/interest-rate-announcement-and-monetary-policy-report-april-29-2026/,data\BOC\Monetary Policy\2026-04-29 - Interest Rate Announcement and Monetary Policy Report.txt,false,unknown,,,0.0,
NORGES_BANK,2021-06-01,NORGES_BANK_2021_06_A,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: NORGES_BANK CATEGORY: Monetary Policy TITLE: Pengepolitisk rapport med vurdering av finansiell stabilitet 1/2021 DATE: 01/06/2021 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2021/ppr-12021/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== ! Javascript er skrudd av Pga av dette vil deler av innholdet på dette nettstedet ikke vises. Pengepolitisk rapport Pengepolitisk rapport med vurdering av finansiell stabilitet 1/2021 Serie: Pengepolitisk rapport Nummer: 1/2021 Pengepolitisk rapport 1/21 (pdf) Tallsett PPR 1/21 (xlsx) Pengepolitisk rapport 1/21 (epub) Rapporten inneholder Norges Banks vurdering av utsiktene for styringsrenten. Vurderingene er basert på de økonomiske anslagene som fremgår av rapporten. Utgis fire ganger årlig: mars, juni, september og desember. Ble fram til 2013 publisert tre ganger årlig. ISSN 1894-0234 (online). Se også: Tidligere rentebeslutninger l Dato for neste rentebeslutning i kalenderen Publisert 18. mars 2021 10:00 Skriv ut Se også Rentebeslutning mars 2021 Publisert 18. mars 2021 10:00 Skriv ut",full_context_loaded,DOC_21B297C19BCF,Pengepolitisk rapport med vurdering av finansiell stabilitet 1/2021,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2021/ppr-12021/,data\NORGES_BANK\Monetary Policy\2021-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 1_2021.txt,false,unknown,,,0.0,
NORGES_BANK,2021-06-01,NORGES_BANK_2021_06_B,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: NORGES_BANK CATEGORY: Monetary Policy TITLE: Pengepolitisk rapport med vurdering av finansiell stabilitet 2/2021 DATE: 01/06/2021 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2021/ppr-22021/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== ! Javascript er skrudd av Pga av dette vil deler av innholdet på dette nettstedet ikke vises. Pengepolitisk rapport Pengepolitisk rapport med vurdering av finansiell stabilitet 2/2021 Serie: Pengepolitisk rapport Nummer: 2/2021 Pengepolitisk rapport 2/21 (pdf) Tallsett til PPR 2/21 (xlsx) Tallgrunnlag for vedlegg i PPR 2/21 (xlsx) Pengepolitisk rapport 2/21 (epub) Rapporten inneholder Norges Banks vurdering av utsiktene for styringsrenten. Vurderingene er basert på de økonomiske anslagene som fremgår av rapporten. Utgis fire ganger årlig: mars, juni, september og desember. Ble fram til 2013 publisert tre ganger årlig. ISSN 1894-0234 (online). Se også: Tidligere rentebeslutninger l Dato for neste rentebeslutning i kalenderen Publisert 17. juni 2021 10:00 Skriv ut Publisert 17. juni 2021 10:00 Skriv ut",full_context_loaded,DOC_A8043F21E63C,Pengepolitisk rapport med vurdering av finansiell stabilitet 2/2021,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2021/ppr-22021/,data\NORGES_BANK\Monetary Policy\2021-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 2_2021.txt,false,unknown,,,0.0,
NORGES_BANK,2021-06-01,NORGES_BANK_2021_06_C,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: NORGES_BANK CATEGORY: Monetary Policy TITLE: Pengepolitisk rapport med vurdering av finansiell stabilitet 3/2021 DATE: 01/06/2021 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2021/ppr-32021/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== ! Javascript er skrudd av Pga av dette vil deler av innholdet på dette nettstedet ikke vises. Pengepolitisk rapport Pengepolitisk rapport med vurdering av finansiell stabilitet 3/2021 Serie: Pengepolitisk rapport Nummer: 3/2021 Pengepolitisk rapport 3/21 (pdf) Tallsett til figurer i PPR 3/21 (xlsx) Tallgrunnlag til tabeller i PPR 3/21 (xlsx) Pengepolitisk rapport 3/21 (epub) Rapporten inneholder Norges Banks vurdering av utsiktene for styringsrenten. Vurderingene er basert på de økonomiske anslagene som fremgår av rapporten. Utgis fire ganger årlig: mars, juni, september og desember. Ble fram til 2013 publisert tre ganger årlig. ISSN 1894-0234 (online). Se også: Tidligere rentebeslutninger l Dato for neste rentebeslutning i kalenderen Publisert 23. september 2021 10:00 Skriv ut Se også Rentebeslutning september 2021 Utdypinger og rammer i PPR 3/21 Gradvis gjenåpning til tross for økt smitte Dårligere samsvar mellom tilgjengelig og etterspurt arbeidskraft Rekordhøye priser på gass og elektrisk kraft Alle aldersgrupper økte bankinnskuddene i 2020 Publisert 23. september 2021 10:00 Skriv ut",full_context_loaded,DOC_CEC290ABA44C,Pengepolitisk rapport med vurdering av finansiell stabilitet 3/2021,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2021/ppr-32021/,data\NORGES_BANK\Monetary Policy\2021-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 3_2021.txt,false,unknown,,,0.0,
NORGES_BANK,2022-06-01,NORGES_BANK_2022_06_A,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: NORGES_BANK CATEGORY: Monetary Policy TITLE: Pengepolitisk rapport med vurdering av finansiell stabilitet 1/2022 DATE: 01/06/2022 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2022/ppr-12022/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== ! Javascript er skrudd av Pga av dette vil deler av innholdet på dette nettstedet ikke vises. Pengepolitisk rapport Pengepolitisk rapport med vurdering av finansiell stabilitet 1/2022 Les rapporten her (nettformat) Serie: Pengepolitisk rapport Nummer: 1/2022 Pengepolitisk rapport 1/22 (pdf) Tallsett til figurer i PPR 1/22 (xlsx) Tallsett til tabeller i PPR 1/22 (xlsx) Rapporten inneholder Norges Banks vurdering av utsiktene for styringsrenten. Vurderingene er basert på de økonomiske anslagene som fremgår av rapporten. Utgis fire ganger årlig: mars, juni, september og desember. Ble fram til 2013 publisert tre ganger årlig. ISSN 1894-0234 (online). Se også: Tidligere rentebeslutninger l Dato for neste rentebeslutning i kalenderen Publisert 24. mars 2022 10:00 Skriv ut Publisert 24. mars 2022 10:00 Skriv ut",full_context_loaded,DOC_CA4CBF76E4D3,Pengepolitisk rapport med vurdering av finansiell stabilitet 1/2022,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2022/ppr-12022/,data\NORGES_BANK\Monetary Policy\2022-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 1_2022.txt,false,unknown,,,0.0,
NORGES_BANK,2022-06-01,NORGES_BANK_2022_06_B,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: NORGES_BANK CATEGORY: Monetary Policy TITLE: Pengepolitisk rapport med vurdering av finansiell stabilitet 2/2022 DATE: 01/06/2022 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2022/ppr-22022/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== ! Javascript er skrudd av Pga av dette vil deler av innholdet på dette nettstedet ikke vises. Pengepolitisk rapport Pengepolitisk rapport med vurdering av finansiell stabilitet 2/2022 Les rapporten her (nettformat) Serie: Pengepolitisk rapport Nummer: 2/2022 Pengepolitisk rapport 2/22 (pdf) Tallsett til figurer i PPR 2/22 (xlsx) Tallsett til tabeller i PPR 2/22 (xlsx) Rapporten inneholder Norges Banks vurdering av utsiktene for styringsrenten. Vurderingene er basert på de økonomiske anslagene som fremgår av rapporten. Utgis fire ganger årlig: mars, juni, september og desember. Ble fram til 2013 publisert tre ganger årlig. ISSN 1894-0234 (online). Se også: Tidligere rentebeslutninger l Dato for neste rentebeslutning i kalenderen Publisert 23. juni 2022 10:00 Skriv ut Publisert 23. juni 2022 10:00 Skriv ut",full_context_loaded,DOC_4F37C2C99346,Pengepolitisk rapport med vurdering av finansiell stabilitet 2/2022,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2022/ppr-22022/,data\NORGES_BANK\Monetary Policy\2022-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 2_2022.txt,false,unknown,,,0.0,
NORGES_BANK,2022-06-01,NORGES_BANK_2022_06_C,high,True,confidence < 0.7; decision unknown; rate_change_bps missing; policy_rate_after missing; text_excerpt missing,unknown,,,0.0,unknown,,,,0.0,,,,"BANK: NORGES_BANK CATEGORY: Monetary Policy TITLE: Pengepolitisk rapport med vurdering av finansiell stabilitet 3/2022 DATE: 01/06/2022 SPEAKER: SPEAKER ROLE: SOURCE URL: https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2022/ppr-32022/ DOCUMENT TYPE: html ==== EXTRACTED TEXT START ==== ! Javascript er skrudd av Pga av dette vil deler av innholdet på dette nettstedet ikke vises. Pengepolitisk rapport Pengepolitisk rapport med vurdering av finansiell stabilitet 3/2022 Les rapporten her (nettformat) Serie: Pengepolitisk rapport Nummer: 3/2022 Pengepolitisk rapport 3/2022 (pdf) Tallsett til figurer i PPR 3/22 (xlsx) Tallsett til tabeller i PPR 3/22 (xlsx) Rapporten inneholder Norges Banks vurdering av utsiktene for styringsrenten. Vurderingene er basert på de økonomiske anslagene som fremgår av rapporten. Utgis fire ganger årlig: mars, juni, september og desember. Ble fram til 2013 publisert tre ganger årlig. ISSN 1894-0234 (online). Se også: Tidligere rentebeslutninger l Dato for neste rentebeslutning i kalenderen Publisert 22. september 2022 10:00 Skriv ut Publisert 22. september 2022 10:00 Skriv ut",full_context_loaded,DOC_F175E5C4ADA0,Pengepolitisk rapport med vurdering av finansiell stabilitet 3/2022,https://www.norges-bank.no/aktuelt/publikasjoner/Pengepolitisk-rapport/2022/ppr-32022/,data\NORGES_BANK\Monetary Policy\2022-06-01 - Pengepolitisk rapport med vurdering av finansiell stabilitet 3_2022.txt,false,unknown,,,0.0,
